StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_BallotBoxStuffing,Q5,Q6,Q8,Q9,Q10,Q16,Q17,Q18,Q11,Q12,Q13,Q14,Q3,Q3_4_TEXT,Q4,Q20,SC0,Score
2025-03-14 18:11:54,2025-03-14 18:14:15,IP Address,76.37.239.115,100,141,True,2025-03-14 18:14:16,R_6tgg3FQAomkvpDP,,,,,44.6611,-74.9708,anonymous,EN,1,,Strongly agree,Yes,Somewhat disagree,Somewhat agree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,1",IM_zLbGdV01rxORYdo,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Man,,50+,No,12,12
2025-03-14 18:17:11,2025-03-14 18:19:22,IP Address,173.245.146.217,100,131,True,2025-03-14 18:19:23,R_7QG5QgqNZLazsIa,,,,,44.5928,-75.1726,anonymous,EN,1,,Somewhat disagree,Yes,Strongly disagree,Somewhat disagree,Somewhat disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Woman,,33 - 50,Yes,12,12
2025-03-14 18:37:10,2025-03-14 18:39:06,IP Address,108.183.246.89,100,116,True,2025-03-14 18:39:06,R_1rXQZzD8U6BALyF,,,,,44.689,-75.4811,anonymous,EN,1,,Somewhat agree,No,Strongly disagree,Somewhat agree,Somewhat disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Woman,,33 - 50,Yes,12,12
2025-03-14 19:00:32,2025-03-14 19:04:05,IP Address,102.219.208.221,100,213,True,2025-03-14 19:04:06,R_8O1YEXWaq0ptiN2,,,,,-1.2841,36.8155,anonymous,EN,1,,Somewhat agree,Yes,Strongly agree,Neither agree nor disagree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_XlMlczVqhMZo0zG,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Man,,26 - 32,Yes,12,12
2025-03-14 19:02:27,2025-03-14 19:07:39,IP Address,187.189.50.253,100,312,True,2025-03-14 19:07:39,R_34yU8J12ZPhopcl,,,,,21.0555,-86.8462,anonymous,EN,1,,Somewhat agree,No,Strongly disagree,Somewhat disagree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,1",IM_9BwARSdPzIIprKK,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Woman,,50+,Yes,12,12
2025-03-14 19:08:52,2025-03-14 19:18:17,IP Address,104.229.180.87,100,564,True,2025-03-14 19:18:17,R_5WDprX6ssd7ZXCM,,,,,44.5928,-75.1726,anonymous,EN,1,,Neither agree nor disagree,Yes,Somewhat disagree,Somewhat disagree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Man,,33 - 50,Yes,12,12
2025-03-14 19:28:33,2025-03-14 19:30:29,IP Address,104.229.180.87,100,116,True,2025-03-14 19:30:30,R_6hyUizPBSpF8o0z,,,,,44.5928,-75.1726,anonymous,EN,1,,Strongly disagree,No,Strongly disagree,Strongly agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Woman,,33 - 50,Yes,12,12
2025-03-14 19:36:26,2025-03-14 19:38:34,IP Address,67.249.3.212,100,128,True,2025-03-14 19:38:34,R_3P7Z9SRbi9YRNzz,,,,,44.6611,-74.9708,anonymous,EN,1,,Strongly agree,No,Strongly disagree,Somewhat agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_zLbGdV01rxORYdo",IM_9BwARSdPzIIprKK,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Woman,,33 - 50,Yes,12,12
2025-03-14 19:36:38,2025-03-14 19:40:05,IP Address,68.100.73.159,100,206,True,2025-03-14 19:40:05,R_504VIxFVu1r5RdL,,,,,38.3,-77.4739,anonymous,EN,1,,Somewhat disagree,Yes,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_SqhUYCgOPt3dpo8,IM_MxZjv2tEeUzJljT,IM_XlMlczVqhMZo0zG,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Woman,,50+,Yes,12,12
2025-03-14 20:47:44,2025-03-14 20:53:07,IP Address,67.241.80.17,100,322,True,2025-03-14 20:53:08,R_7pWsu2pqakBqTnw,,,,,44.6611,-74.9708,anonymous,EN,1,,Strongly agree,Yes,Strongly disagree,Strongly agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Woman,,33 - 50,Yes,12,12
2025-03-14 21:12:35,2025-03-14 21:16:50,IP Address,96.61.0.96,100,254,True,2025-03-14 21:16:51,R_3CBhZ0dvZHWVqoH,,,,,44.4673,-75.2305,anonymous,EN,1,,Somewhat disagree,Yes,Strongly disagree,Somewhat agree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Woman,,50+,No,12,12
2025-03-14 21:51:12,2025-03-14 21:54:23,IP Address,67.249.6.130,100,191,True,2025-03-14 21:54:24,R_5dc3NskoEK6sEVX,,,,,44.6611,-74.9708,anonymous,EN,1,,Somewhat agree,Yes,Somewhat agree,Somewhat agree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Woman,,50+,Yes,12,12
2025-03-14 22:12:36,2025-03-14 22:14:13,IP Address,67.249.11.179,100,96,True,2025-03-14 22:14:13,R_38A7Pb1T8ITL6SA,,,,,44.6611,-74.9708,anonymous,EN,1,,Strongly disagree,No,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_XlMlczVqhMZo0zG,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Woman,,33 - 50,Yes,12,12
2025-03-15 07:36:25,2025-03-15 07:38:30,IP Address,141.149.232.155,100,124,True,2025-03-15 07:38:30,R_3k2KmMy3gKcqtmp,,,,,44.2094,-75.7979,anonymous,EN,0.8999999761581421,,Strongly agree,Yes,Somewhat disagree,Somewhat agree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_SqhUYCgOPt3dpo8,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Woman,,33 - 50,Yes,12,12
2025-03-15 09:11:34,2025-03-15 09:13:25,IP Address,104.28.133.29,100,111,True,2025-03-15 09:13:26,R_32GqrIbzDH1NSRW,,,,,45.4153,-75.6894,anonymous,EN,1,,Strongly agree,Yes,Somewhat agree,Strongly disagree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT",IM_zLbGdV01rxORYdo,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Man,,50+,Yes,12,12
2025-03-15 10:20:25,2025-03-15 10:21:58,IP Address,67.249.8.134,100,92,True,2025-03-15 10:21:58,R_1CBYZSILyKIbQLj,,,,,44.6611,-74.9708,anonymous,EN,0.8999999761581421,,Neither agree nor disagree,Yes,Somewhat disagree,Strongly agree,Somewhat disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Woman,,33 - 50,Yes,12,12
2025-03-15 10:37:55,2025-03-15 10:40:10,IP Address,67.249.21.151,100,135,True,2025-03-15 10:40:11,R_3BRboNuI5fV2b9L,,,,,44.6611,-74.9708,anonymous,EN,1,,Strongly disagree,No,Strongly disagree,Strongly agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Woman,,50+,Yes,12,12
2025-03-15 11:04:21,2025-03-15 11:06:18,IP Address,98.97.21.112,100,117,True,2025-03-15 11:06:18,R_3yseKboUAOHSpPk,,,,,40.7126,-74.0066,anonymous,EN,1,,Somewhat agree,Yes,Somewhat agree,Somewhat agree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_XlMlczVqhMZo0zG,1",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Woman,,33 - 50,Yes,12,12
2025-03-15 12:45:14,2025-03-15 12:48:40,IP Address,12.172.21.122,100,205,True,2025-03-15 12:48:41,R_3oTRriN258WQrYR,,,,,39.9486,-75.2339,anonymous,EN,1,,Strongly agree,Yes,Strongly agree,Strongly disagree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Man,,50+,Yes,12,12
2025-03-15 12:55:13,2025-03-15 12:58:00,IP Address,76.37.239.131,100,166,True,2025-03-15 12:58:01,R_3kaIjvCGz92Pw5n,,,,,44.6611,-74.9708,anonymous,EN,1,,Somewhat disagree,Yes,Somewhat agree,Somewhat agree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Woman,,50+,No,12,12
2025-03-15 13:16:44,2025-03-15 13:18:19,IP Address,24.97.142.98,100,94,True,2025-03-15 13:18:19,R_1CT4dAPDAnUUNXz,,,,,42.8656,-73.7709,anonymous,EN,0.800000011920929,,Strongly agree,Yes,Somewhat agree,Somewhat disagree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Woman,,26 - 32,Yes,12,12
2025-03-15 13:53:28,2025-03-15 13:57:10,IP Address,209.87.248.102,100,221,True,2025-03-15 13:57:10,R_7qkipsQpfenzEht,,,,,44.8407,-75.5444,anonymous,EN,0.8999999761581421,,Strongly agree,Yes,Strongly agree,Strongly disagree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Woman,,50+,No,12,12
2025-03-15 14:10:00,2025-03-15 14:13:07,IP Address,67.249.2.68,100,186,True,2025-03-15 14:13:07,R_6R3kOKV9O4ooi8p,,,,,44.6611,-74.9708,anonymous,EN,1,,Neither agree nor disagree,Yes,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_XlMlczVqhMZo0zG,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Man,,50+,Yes,12,12
2025-03-15 16:02:18,2025-03-15 16:04:27,IP Address,136.144.35.13,100,128,True,2025-03-15 16:04:28,R_5zUnuswyivqzBQZ,,,,,40.2187,-74.7404,anonymous,EN,0.8999999761581421,,Somewhat agree,Yes,Somewhat agree,Somewhat agree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.",1,,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Man,,26 - 32,Yes,12,12
2025-03-15 17:34:12,2025-03-15 17:42:20,IP Address,69.201.29.1,100,488,True,2025-03-15 17:42:21,R_5XxTfUGNqqdia1H,,,,,44.9323,-74.885,anonymous,EN,1,,Strongly disagree,Yes,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_SqhUYCgOPt3dpo8,IM_MxZjv2tEeUzJljT,IM_XlMlczVqhMZo0zG,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Woman,,50+,Yes,12,12
2025-03-15 18:41:55,2025-03-15 18:44:29,IP Address,173.245.148.156,100,154,True,2025-03-15 18:44:29,R_7MRQV8SINITk9E5,,,,,44.6611,-74.9708,anonymous,EN,1,,Strongly agree,Yes,Strongly agree,Strongly disagree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_XlMlczVqhMZo0zG,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Man,,50+,No,12,12
2025-03-15 18:57:45,2025-03-15 19:38:54,IP Address,67.249.5.201,100,2468,True,2025-03-15 19:38:55,R_1EyFoaBtkYz69Pk,,,,,44.5928,-75.1726,anonymous,EN,1,,Somewhat agree,Yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_XlMlczVqhMZo0zG,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Man,,50+,Yes,12,12
2025-03-15 20:33:53,2025-03-15 20:36:35,IP Address,174.234.117.28,100,162,True,2025-03-15 20:36:36,R_5h9Ebcrx5KyQpF2,,,,,42.7008,-73.8601,anonymous,EN,1,,Somewhat agree,Yes,Somewhat agree,Strongly agree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Woman,,50+,Yes,12,12
2025-03-16 05:38:22,2025-03-16 05:40:46,IP Address,184.153.212.230,100,144,True,2025-03-16 05:40:47,R_63vY2wV8kBqeJlT,,,,,43.9771,-75.9093,anonymous,EN,0.8999999761581421,,Strongly agree,Yes,Somewhat agree,Strongly disagree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Man,,50+,Yes,12,12
2025-03-16 11:38:51,2025-03-16 11:40:43,IP Address,146.75.237.112,100,112,True,2025-03-16 11:40:43,R_1MGARjMFv31fReJ,,,,,43.9771,-75.9093,anonymous,EN,0.8999999761581421,,Strongly agree,Yes,Somewhat agree,Neither agree nor disagree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_XlMlczVqhMZo0zG,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Man,,50+,Yes,12,12
2025-03-16 11:57:20,2025-03-16 11:59:21,IP Address,67.249.9.68,100,120,True,2025-03-16 11:59:21,R_5q56QClJTGBt0yf,,,,,44.5928,-75.1726,anonymous,EN,1,,Somewhat disagree,No,Strongly disagree,Strongly agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Woman,,33 - 50,Yes,12,12
2025-03-16 15:13:56,2025-03-16 15:16:50,IP Address,67.249.26.6,100,173,True,2025-03-16 15:16:51,R_1s10uU18doPGVop,,,,,44.5928,-75.1726,anonymous,EN,0.8999999761581421,,Somewhat agree,Yes,Neither agree nor disagree,Strongly agree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Man,,50+,Yes,12,12
2025-03-16 16:13:23,2025-03-16 16:16:28,IP Address,173.245.145.38,100,185,True,2025-03-16 16:16:29,R_1I78s8dVJ0OKnjH,,,,,44.224,-74.4641,anonymous,EN,0.8999999761581421,,Strongly agree,Yes,Strongly agree,Neither agree nor disagree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Woman,,33 - 50,No,12,12
2025-03-16 17:19:21,2025-03-16 17:22:06,IP Address,98.13.97.156,100,165,True,2025-03-16 17:22:07,R_78ppxdtymkxiEPn,,,,,42.7805,-73.7012,anonymous,EN,1,,Strongly disagree,Yes,Strongly disagree,Strongly agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Woman,,50+,Yes,12,12
2025-03-16 17:33:17,2025-03-16 17:35:30,IP Address,67.249.18.192,100,133,True,2025-03-16 17:35:31,R_6gFOXDreHrhxWVy,,,,,44.6611,-74.9708,anonymous,EN,1,,Neither agree nor disagree,Yes,Somewhat disagree,Somewhat agree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Woman,,50+,Yes,12,12
2025-03-16 17:40:18,2025-03-16 17:42:30,IP Address,67.249.18.192,100,132,True,2025-03-16 17:42:30,R_5mtoQ255vZ6DT47,,,,,44.6611,-74.9708,anonymous,EN,0.8999999761581421,,Somewhat agree,No,Strongly disagree,Somewhat agree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Non-binary,,18 - 25,Yes,12,12
2025-03-16 20:10:58,2025-03-16 20:15:35,IP Address,74.74.113.48,100,277,True,2025-03-16 20:15:36,R_5GrLfNXOb6etpyA,,,,,44.6611,-74.9708,anonymous,EN,0.8999999761581421,,Strongly agree,Yes,Neither agree nor disagree,Somewhat agree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Woman,,50+,Yes,12,12
2025-03-16 23:54:14,2025-03-16 23:58:10,IP Address,69.204.95.5,100,236,True,2025-03-16 23:58:11,R_1tFjRoIcsHqIWIx,,,,,44.0853,-76.1241,anonymous,EN,0.8999999761581421,,Strongly agree,No,Somewhat disagree,Neither agree nor disagree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Non-binary,,33 - 50,Yes,12,12
2025-03-17 02:02:57,2025-03-17 02:06:18,IP Address,174.197.193.213,100,201,True,2025-03-17 02:06:19,R_7D1WsZXZRJtIWU6,,,,,43.01,-76.1496,anonymous,EN,1,,Somewhat agree,Yes,Somewhat agree,Strongly agree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_XlMlczVqhMZo0zG,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Woman,,33 - 50,Yes,12,12
2025-03-17 07:53:50,2025-03-17 08:00:40,IP Address,173.245.149.242,100,410,True,2025-03-17 08:00:40,R_7MJOXakxrlDQWBb,,,,,44.7273,-75.321,anonymous,EN,1,,Strongly agree,Yes,Somewhat agree,Somewhat agree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Woman,,50+,Yes,12,12
2025-03-17 08:08:47,2025-03-17 08:11:44,IP Address,69.6.118.242,100,176,True,2025-03-17 08:11:44,R_5L69LD2NmuSUmUB,,,,,44.5928,-75.1726,anonymous,EN,1,,Strongly agree,Yes,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Woman,,50+,No,12,12
2025-03-17 09:09:44,2025-03-17 09:11:17,IP Address,96.29.134.150,100,93,True,2025-03-17 09:11:18,R_6z6BROx7xkZLOg0,,,,,38.2634,-85.673,anonymous,EN,1,,Strongly disagree,Yes,Somewhat agree,Strongly disagree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Woman,,26 - 32,Yes,12,12
2025-03-17 09:32:46,2025-03-17 09:34:26,IP Address,172.58.241.3,100,99,True,2025-03-17 09:34:27,R_1MQfqt266iJRt8p,,,,,38.9328,-77.0289,anonymous,EN,1,,Strongly agree,Yes,Somewhat agree,Strongly disagree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Man,,26 - 32,Yes,12,12
2025-03-17 10:00:59,2025-03-17 10:03:59,IP Address,69.6.123.199,100,179,True,2025-03-17 10:03:59,R_3Gj6xY76e1fj8g4,,,,,44.5928,-75.1726,anonymous,EN,0.800000011920929,,Strongly agree,Yes,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Woman,,33 - 50,Yes,12,12
2025-03-17 10:05:59,2025-03-17 10:07:53,IP Address,69.6.120.149,100,113,True,2025-03-17 10:07:54,R_7illtFQtwXWUQbn,,,,,44.5928,-75.1726,anonymous,EN,1,,Somewhat disagree,No,Strongly disagree,Somewhat agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,1",IM_9BwARSdPzIIprKK,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Woman,,33 - 50,Yes,12,12
2025-03-17 10:11:31,2025-03-17 10:14:23,IP Address,69.6.113.200,100,171,True,2025-03-17 10:14:23,R_3fUE9RXB6LZ3APi,,,,,44.5928,-75.1726,anonymous,EN,1,,Strongly disagree,Yes,Strongly disagree,Strongly agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_zLbGdV01rxORYdo",IM_2lGxsiH4vRe9cG9,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Woman,,33 - 50,Yes,12,12
2025-03-17 11:11:31,2025-03-17 11:15:02,IP Address,69.6.114.165,100,210,True,2025-03-17 11:15:02,R_3f1ioaiuqMSvYcc,,,,,44.5928,-75.1726,anonymous,EN,0.8999999761581421,,Strongly disagree,Yes,Neither agree nor disagree,Somewhat agree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Woman,,50+,Yes,12,12
2025-03-17 14:05:20,2025-03-17 14:08:19,IP Address,69.129.146.229,100,179,True,2025-03-17 14:08:19,R_5D1aPSjHe1DCwle,,,,,44.4673,-75.2305,anonymous,EN,1,,Neither agree nor disagree,Yes,Somewhat agree,Somewhat agree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Woman,,33 - 50,Yes,12,12
2025-03-17 14:10:49,2025-03-17 14:14:32,IP Address,38.77.50.209,100,222,True,2025-03-17 14:14:32,R_7B3uqQzqid8o954,,,,,44.9812,-74.6555,anonymous,EN,1,,Somewhat disagree,Yes,Somewhat agree,Somewhat disagree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Man,,33 - 50,No,12,12
